,Name,Logo,Industry Type,Headquarters,No. of Locations,Highly Rated For,Critically Rated For,Rating,Review Count,Interview Count,Salaries Count,Job Count
0,First American Corporation,https://static.ambitionbox.com/alpha/company/photos/logos/first-american.jpg,Insurance,Bangalore / Bengaluru ,18,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Skill Development / Learning']",3.6,0,80,0,41
1,CMA CGM,https://static.ambitionbox.com/alpha/company/photos/logos/cma-cgm.jpg,Ports & Shipping,Chennai ,28,"['Job Security', 'Company Culture']",['Promotions / Appraisal'],3.9,0,94,0,11
2,HighRadius,https://static.ambitionbox.com/alpha/company/photos/logos/highradius.jpg,FinTech,Hyderabad / Secunderabad ,16,[],"['Job Security', 'Work Satisfaction', 'Company Culture']",2.9,0,193,0,18
3,Shadowfax Technologies,https://static.ambitionbox.com/alpha/company/photos/logos/shadowfax-technologies-157094.jpg,Logistics,Bangalore / Bengaluru ,193,[],"['Job Security', 'Promotions / Appraisal', 'Company Culture']",3.6,0,131,0,29
4,HERE Technologies,https://static.ambitionbox.com/alpha/company/photos/logos/here-technologies.jpg,IT Services & Consulting,Mumbai ,15,"['Work Life Balance', 'Company Culture', 'Job Security']","['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,97,0,19
5,Verizon,https://static.ambitionbox.com/alpha/company/photos/logos/verizon.jpg,Telecom,Hyderabad / Secunderabad ,10,"['Salary & Benefits', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.1,0,115,0,125
6,Cavinkare,https://static.ambitionbox.com/alpha/company/photos/logos/cavinkare.jpg,FMCG,Chennai ,157,"['Company Culture', 'Work Life Balance', 'Skill Development / Learning']",[],3.9,0,60,0,3
7,Spinny,https://static.ambitionbox.com/alpha/company/photos/logos/spinny-283654.jpg,Internet,Gurgaon / Gurugram ,50,[],"['Promotions / Appraisal', 'Job Security', 'Work Life Balance']",3.7,0,177,0,16
8,Polycab Wires,https://static.ambitionbox.com/alpha/company/photos/logos/polycab-wires.jpg,Electrical Equipment,Vadodara ,137,"['Work Life Balance', 'Salary & Benefits']",[],4.0,0,106,0,7
9,DHL Express,https://static.ambitionbox.com/alpha/company/photos/logos/dhl-express.jpg,Logistics,Mumbai ,89,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.1,0,69,0,0
10,DIVI'S Laboratories,https://static.ambitionbox.com/alpha/company/photos/logos/divis-laboratories.jpg,Pharma,Visakhapatnam ,29,['Job Security'],"['Company Culture', 'Work Satisfaction', 'Promotions / Appraisal']",3.7,0,79,0,2
11,Hindustan Petroleum,https://static.ambitionbox.com/alpha/company/photos/logos/hindustan-petroleum-corporation.jpg,Oil & Gas,Mumbai ,220,"['Job Security', 'Skill Development / Learning', 'Salary & Benefits']",[],4.2,0,103,0,0
12,Johnson & Johnson,https://static.ambitionbox.com/alpha/company/photos/logos/johnson-and-johnson-private-limited.jpg,Healthcare,Mumbai ,151,"['Company Culture', 'Work Life Balance', 'Skill Development / Learning']",['Promotions / Appraisal'],4.0,0,98,0,11
13,KONE,https://static.ambitionbox.com/alpha/company/photos/logos/kone.jpg,Industrial Machinery,Chennai ,66,"['Work Life Balance', 'Job Security', 'Company Culture']",['Promotions / Appraisal'],4.1,0,111,0,39
14,JSW Bhushan Power & Steel,https://static.ambitionbox.com/alpha/company/photos/logos/jsw-bhushan-power-and-steel.jpg,Jharsuguda +52 other locations,Chennai ,66,['Skill Development / Learning'],['Promotions / Appraisal'],4.0,0,63,0,0
15,Taurus BPO Services,https://static.ambitionbox.com/alpha/company/photos/logos/taurus-bpo-services-india-llp.jpg,BPO,Pune ,19,"['Company Culture', 'Work Life Balance', 'Work Satisfaction']",[],4.5,0,27,789,0
16,Wockhardt,https://static.ambitionbox.com/alpha/company/photos/logos/wockhardt.jpg,Pharma,Aurangabad ,78,"['Work Life Balance', 'Company Culture', 'Skill Development / Learning']","['Promotions / Appraisal', 'Salary & Benefits']",3.9,0,51,0,7
17,Yamaha Motor,https://static.ambitionbox.com/alpha/company/photos/logos/yamaha-motor.jpg,Automobile,Chennai ,136,"['Work Life Balance', 'Work Satisfaction', 'Skill Development / Learning']",['Promotions / Appraisal'],4.1,0,70,0,0
18,Trent,https://static.ambitionbox.com/alpha/company/photos/logos/trent.jpg,Retail,Mumbai ,122,"['Job Security', 'Company Culture', 'Skill Development / Learning']",[],4.0,0,82,0,16
19,Orange Business,https://static.ambitionbox.com/alpha/company/photos/logos/orangebusiness.jpg,IT Services & Consulting,Gurgaon / Gurugram ,48,"['Work Life Balance', 'Job Security', 'Company Culture']",['Promotions / Appraisal'],4.3,0,100,0,141
20,TCS,https://static.ambitionbox.com/alpha/company/photos/logos/tcs.jpg,IT Services & Consulting,Bangalore / Bengaluru ,393,"['Job Security', 'Work Life Balance']","['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,0,890000,216
21,Accenture,https://static.ambitionbox.com/alpha/company/photos/logos/accenture.jpg,IT Services & Consulting,Bangalore / Bengaluru ,212,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,0,600000,0
22,Wipro,https://static.ambitionbox.com/alpha/company/photos/logos/wipro.jpg,IT Services & Consulting,Bangalore / Bengaluru ,343,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,0,450000,0
23,Cognizant,https://static.ambitionbox.com/alpha/company/photos/logos/cognizant.jpg,IT Services & Consulting,Chennai ,199,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,0,580000,189
24,Capgemini,https://static.ambitionbox.com/alpha/company/photos/logos/capgemini.jpg,IT Services & Consulting,Bangalore / Bengaluru ,169,"['Work Life Balance', 'Job Security']","['Promotions / Appraisal', 'Salary & Benefits']",3.7,0,0,440000,0
25,HDFC Bank,https://static.ambitionbox.com/alpha/company/photos/logos/hdfc-bank.jpg,Banking,Mumbai ,1667,"['Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,0,140000,157
26,Infosys,https://static.ambitionbox.com/alpha/company/photos/logos/infosys.jpg,IT Services & Consulting,Bangalore / Bengaluru ,218,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.6,0,0,480000,0
27,ICICI Bank,https://static.ambitionbox.com/alpha/company/photos/logos/icici_bank.jpg,Banking,Mumbai ,1357,"['Job Security', 'Skill Development / Learning', 'Company Culture']",[],4.0,0,0,150000,7
28,HCLTech,https://static.ambitionbox.com/alpha/company/photos/logos/hcl-technologies-88.jpg,IT Services & Consulting,Chennai ,209,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.5,0,0,340000,249
29,Tech Mahindra,https://static.ambitionbox.com/alpha/company/photos/logos/techmahindra.jpg,IT Services & Consulting,Hyderabad / Secunderabad ,296,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.5,0,0,270000,435
30,Genpact,https://static.ambitionbox.com/alpha/company/photos/logos/genpact.jpg,IT Services & Consulting,Hyderabad / Secunderabad ,145,"['Job Security', 'Work Life Balance', 'Skill Development / Learning']","['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,0,210000,590
31,Teleperformance,https://static.ambitionbox.com/alpha/company/photos/logos/teleperformance-group.jpg,BPO,Mumbai ,226,"['Company Culture', 'Work Life Balance', 'Job Security']",[],3.9,0,0,0,336
32,Concentrix Corporation,https://static.ambitionbox.com/alpha/company/photos/logos/concentrix-corporation.jpg,BPO,Bangalore / Bengaluru ,150,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.8,0,0,120000,123
33,Axis Bank,https://static.ambitionbox.com/alpha/company/photos/logos/axis-bank.jpg,Banking,Mumbai ,1391,[],"['Promotions / Appraisal', 'Work Satisfaction']",3.8,0,0,100000,198
34,Amazon,https://static.ambitionbox.com/alpha/company/photos/logos/amazon.jpg,Internet,Bangalore / Bengaluru ,468,"['Company Culture', 'Salary & Benefits', 'Work Life Balance']",['Promotions / Appraisal'],4.1,0,0,130000,0
35,Jio,https://static.ambitionbox.com/alpha/company/photos/logos/reliance-jio-infocomm.jpg,Telecom,Mumbai ,1320,"['Job Security', 'Skill Development / Learning', 'Work Life Balance']",['Promotions / Appraisal'],4.0,0,0,0,55
36,iEnergizer,https://static.ambitionbox.com/alpha/company/photos/logos/ienergizer.jpg,BPO,Noida ,44,"['Skill Development / Learning', 'Company Culture', 'Job Security']",[],4.7,0,697,0,297
37,Reliance Retail,https://static.ambitionbox.com/alpha/company/photos/logos/reliance-retail-limited.jpg,Retail,Mumbai ,1065,"['Skill Development / Learning', 'Job Security']",['Promotions / Appraisal'],3.9,0,0,0,113
38,IBM,https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,IT Services & Consulting,Bangalore / Bengaluru ,245,"['Work Life Balance', 'Company Culture', 'Job Security']",['Promotions / Appraisal'],4.0,0,0,200000,0
39,LTIMindtree,https://static.ambitionbox.com/alpha/company/photos/logos/ltimindtree.jpg,IT Services & Consulting,Bangalore / Bengaluru ,129,['Work Life Balance'],"['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,0,180000,531
40,HDB Financial Services,https://static.ambitionbox.com/alpha/company/photos/logos/hdb-financial-services-6193.jpg,NBFC,Mumbai ,1007,"['Company Culture', 'Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,859,0,227
41,Larsen & Toubro Limited,https://static.ambitionbox.com/alpha/company/photos/logos/larsen-and-toubro-limited.jpg,Engineering & Construction,Chennai ,682,"['Job Security', 'Skill Development / Learning']","['Promotions / Appraisal', 'Work Life Balance']",4.0,0,0,0,201
42,Deloitte,https://static.ambitionbox.com/alpha/company/photos/logos/deloitte-us-india.jpg,Management Consulting,Hyderabad / Secunderabad ,163,"['Job Security', 'Skill Development / Learning']","['Work Life Balance', 'Promotions / Appraisal', 'Work Satisfaction']",3.8,0,0,200000,97
43,Kotak Mahindra Bank,https://static.ambitionbox.com/alpha/company/photos/logos/kotak-mahindra-bank.jpg,Banking,Mumbai ,627,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Salary & Benefits']",3.7,0,0,0,44
44,Reliance Industries,https://static.ambitionbox.com/alpha/company/photos/logos/reliance.jpg,Oil & Gas,Jamnagar ,743,"['Job Security', 'Skill Development / Learning', 'Work Life Balance']",['Promotions / Appraisal'],4.0,0,0,0,43
45,BYJU'S,https://static.ambitionbox.com/alpha/company/photos/logos/byjus-152843.jpg,EdTech,Bangalore / Bengaluru ,315,[],"['Job Security', 'Company Culture', 'Work Life Balance']",3.1,0,0,0,0
46,Vodafone Idea,https://static.ambitionbox.com/alpha/company/photos/logos/vodafone-idea.jpg,Telecom,Pune ,674,"['Company Culture', 'Work Life Balance', 'Salary & Benefits']",[],4.0,0,573,0,8
47,Bharti Airtel,https://static.ambitionbox.com/alpha/company/photos/logos/airtel-bharti.jpg,Telecom,Gurgaon / Gurugram ,720,"['Skill Development / Learning', 'Salary & Benefits']",['Promotions / Appraisal'],4.0,0,911,0,199
48,WNS,https://static.ambitionbox.com/alpha/company/photos/logos/wns-global-services.jpg,BPO,Pune ,52,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.4,0,0,0,173
49,Tata Motors,https://static.ambitionbox.com/alpha/company/photos/logos/tata-motors.jpg,Automobile,Pune ,474,"['Job Security', 'Company Culture', 'Work Life Balance']",[],4.2,0,0,0,11
50,AU Small Finance Bank,https://static.ambitionbox.com/alpha/company/photos/logos/au-small-finance-bank.jpg,Banking,Jaipur ,707,"['Company Culture', 'Work Life Balance', 'Job Security']",[],4.2,0,555,0,53
51,IndusInd Bank,https://static.ambitionbox.com/alpha/company/photos/logos/indusind-bank.jpg,Banking,Mumbai ,742,[],"['Promotions / Appraisal', 'Company Culture', 'Work Satisfaction']",3.5,0,652,0,365
52,Flipkart,https://static.ambitionbox.com/alpha/company/photos/logos/flipkart-28.jpg,Internet,Bangalore / Bengaluru ,541,"['Company Culture', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,0,0,87
53,Ernst & Young,https://static.ambitionbox.com/alpha/company/photos/logos/ey.jpg,Management Consulting,Bangalore / Bengaluru ,115,[],"['Work Life Balance', 'Promotions / Appraisal', 'Work Satisfaction']",3.4,0,0,120000,0
54,IDFC FIRST Bank,https://static.ambitionbox.com/alpha/company/photos/logos/idfc-first-bank.jpg,Banking,Mumbai ,630,['Salary & Benefits'],[],3.9,0,701,0,33
55,DXC Technology,https://static.ambitionbox.com/alpha/company/photos/logos/dxc-technology.jpg,IT Services & Consulting,Bangalore / Bengaluru ,105,['Work Life Balance'],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,820,0,168
56,Infosys BPM,https://static.ambitionbox.com/alpha/company/photos/logos/infosys-bpm.jpg,BPO,Bangalore / Bengaluru ,83,['Job Security'],"['Salary & Benefits', 'Promotions / Appraisal', 'Work Satisfaction']",3.6,0,989,0,47
57,Mahindra & Mahindra,https://static.ambitionbox.com/alpha/company/photos/logos/mahindra-and-mahindra.jpg,Automobile,Pune ,517,"['Job Security', 'Skill Development / Learning', 'Company Culture']",['Promotions / Appraisal'],4.1,0,707,0,23
58,Bajaj Finserv,https://static.ambitionbox.com/alpha/company/photos/logos/bajaj-finserv.jpg,Financial Services,Pune ,1006,"['Salary & Benefits', 'Skill Development / Learning', 'Job Security']",[],4.0,0,556,0,25
59,PwC,https://static.ambitionbox.com/alpha/company/photos/logos/pwc.jpg,Management Consulting,Bangalore / Bengaluru ,112,[],"['Work Life Balance', 'Promotions / Appraisal', 'Work Satisfaction']",3.4,0,0,0,0
60,HDFC Life,https://static.ambitionbox.com/alpha/company/photos/logos/hdfc-life.jpg,Insurance,Mumbai ,621,"['Skill Development / Learning', 'Company Culture', 'Work Life Balance']",[],4.0,0,648,0,51
61,Conneqt Business Solutions,https://static.ambitionbox.com/alpha/company/photos/logos/conneqt-business-solutions.jpg,BPO,Hyderabad / Secunderabad ,245,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.6,0,490,0,425
62,Mphasis,https://static.ambitionbox.com/alpha/company/photos/logos/mphasis.jpg,IT Services & Consulting,Bangalore / Bengaluru ,54,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.4,0,825,0,59
63,Bandhan Bank,https://static.ambitionbox.com/alpha/company/photos/logos/bandhan-bank-152668.jpg,Banking,Kolkata ,885,[],"['Promotions / Appraisal', 'Work Satisfaction']",3.7,0,580,0,1
64,Yes Bank,https://static.ambitionbox.com/alpha/company/photos/logos/yes-bank.jpg,Banking,Mumbai ,480,[],"['Work Satisfaction', 'Job Security', 'Promotions / Appraisal']",3.7,0,458,0,163
65,Startek,https://static.ambitionbox.com/alpha/company/photos/logos/startek_565351.jpg,Bangalore / Bengaluru +78 other locations,Mumbai ,480,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Salary & Benefits']",3.1,0,501,0,40
66,Paytm,https://static.ambitionbox.com/alpha/company/photos/logos/paytm-565.jpg,FinTech,Noida ,359,[],"['Job Security', 'Company Culture', 'Promotions / Appraisal']",3.3,0,772,0,494
67,Tata Steel,https://static.ambitionbox.com/alpha/company/photos/logos/tata-steel.jpg,Iron & Steel,Jamshedpur ,205,"['Job Security', 'Work Life Balance', 'Skill Development / Learning']",['Promotions / Appraisal'],4.1,0,892,0,0
68,Asian Paints,https://static.ambitionbox.com/alpha/company/photos/logos/asianpaints.jpg,Chemicals,Mumbai ,487,"['Salary & Benefits', 'Skill Development / Learning', 'Job Security']","['Work Life Balance', 'Promotions / Appraisal']",4.0,0,676,0,25
69,Quess,https://static.ambitionbox.com/alpha/company/photos/logos/quess-14207.jpg,BPO,Bangalore / Bengaluru ,632,[],"['Promotions / Appraisal', 'Job Security']",3.9,0,440,0,48
70,Maruti Suzuki,https://static.ambitionbox.com/alpha/company/photos/logos/maruti-suzuki.jpg,Automobile,Gurgaon / Gurugram ,387,"['Job Security', 'Salary & Benefits', 'Company Culture']",[],4.2,0,615,0,22
71,UltraTech Cement,https://static.ambitionbox.com/alpha/company/photos/logos/ultratech-cement.jpg,Building Material,Mumbai ,477,"['Job Security', 'Skill Development / Learning', 'Company Culture']",[],4.2,0,616,0,369
72,Samsung,https://static.ambitionbox.com/alpha/company/photos/logos/samsung.jpg,Consumer Electronics & Appliances,Noida ,544,['Salary & Benefits'],['Promotions / Appraisal'],3.9,0,564,0,13
73,Sutherland Global Services,https://static.ambitionbox.com/alpha/company/photos/logos/sutherland.jpg,IT Services & Consulting,Chennai ,68,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.5,0,663,0,212
74,Shriram Finance,https://static.ambitionbox.com/alpha/company/photos/logos/shri-ram-finance.jpg,NBFC,Chennai ,1014,"['Job Security', 'Work Life Balance', 'Company Culture']",['Promotions / Appraisal'],4.1,0,360,0,22
75,Ericsson,https://static.ambitionbox.com/alpha/company/photos/logos/ericsson.jpg,Telecom,Noida ,156,"['Company Culture', 'Work Life Balance', 'Job Security']",['Promotions / Appraisal'],4.1,0,422,0,138
76,EXL Service,https://static.ambitionbox.com/alpha/company/photos/logos/exl-service.jpg,Analytics & KPO,Noida ,52,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,776,0,383
77,Cipla,https://static.ambitionbox.com/alpha/company/photos/logos/cipla-pharmaceutical-ltd.jpg,Pharma,Mumbai ,257,"['Skill Development / Learning', 'Salary & Benefits', 'Company Culture']",[],4.1,0,506,0,110
78,Muthoot Fincorp,https://static.ambitionbox.com/alpha/company/photos/logos/muthoot-fincorp.jpg,NBFC,Bangalore / Bengaluru ,852,"['Company Culture', 'Work Life Balance', 'Job Security']",[],4.5,0,529,0,37
79,HGS,https://static.ambitionbox.com/alpha/company/photos/logos/hinduja-global-solutions.jpg,BPO,Bangalore / Bengaluru ,111,"['Job Security', 'Company Culture']","['Promotions / Appraisal', 'Salary & Benefits']",3.8,0,248,0,18
80,Dr. Reddy's,https://static.ambitionbox.com/alpha/company/photos/logos/dr-dot-reddys.jpg,Pharma,Hyderabad / Secunderabad ,190,"['Skill Development / Learning', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.0,0,413,0,32
81,Bajaj Finance,https://static.ambitionbox.com/alpha/company/photos/logos/bajaj-fainance.jpg,NBFC,Pune ,847,"['Salary & Benefits', 'Skill Development / Learning', 'Job Security']",[],4.0,0,330,0,0
82,Wells Fargo,https://static.ambitionbox.com/alpha/company/photos/logos/wells-fargo.jpg,Financial Services,Bangalore / Bengaluru ,23,"['Work Life Balance', 'Job Security']","['Promotions / Appraisal', 'Work Satisfaction', 'Skill Development / Learning']",3.8,0,599,0,123
83,Amazon Development Centre India,https://static.ambitionbox.com/alpha/company/photos/logos/amazon-development-centre-india-pvt-ltd.jpg,Internet,Hyderabad / Secunderabad ,118,"['Company Culture', 'Work Life Balance', 'Salary & Benefits']",['Promotions / Appraisal'],4.1,0,790,0,13
84,L&T Construction,https://static.ambitionbox.com/alpha/company/photos/logos/l-and-t-construction.jpg,Engineering & Construction,Chennai ,399,"['Job Security', 'Skill Development / Learning', 'Salary & Benefits']","['Work Life Balance', 'Promotions / Appraisal']",4.0,0,787,0,0
85,ICICI Prudential Life Insurance,https://static.ambitionbox.com/alpha/company/photos/logos/icici-prudential-life-insurance.jpg,Insurance,Mumbai ,479,"['Job Security', 'Skill Development / Learning', 'Salary & Benefits']",[],4.1,0,413,0,309
86,JPMorgan Chase & Co.,https://static.ambitionbox.com/alpha/company/photos/logos/jp-morgan-chase.jpg,Financial Services,Bangalore / Bengaluru ,47,"['Job Security', 'Company Culture', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,772,0,826
87,Delhivery,https://static.ambitionbox.com/alpha/company/photos/logos/delhivery-551.jpg,Logistics,Gurgaon / Gurugram ,679,[],['Promotions / Appraisal'],3.8,0,491,0,89
88,Hindustan Unilever,https://static.ambitionbox.com/alpha/company/photos/logos/unilever.jpg,FMCG,Mumbai ,485,"['Skill Development / Learning', 'Company Culture', 'Job Security']",['Promotions / Appraisal'],4.2,0,382,0,27
89,Jana Small Finance Bank,https://static.ambitionbox.com/alpha/company/photos/logos/janalakshmi-financial-services-2511.jpg,Banking,Bangalore / Bengaluru ,376,[],['Promotions / Appraisal'],3.8,0,258,0,33
90,Optum Global Solutions,https://static.ambitionbox.com/alpha/company/photos/logos/optum-global-solutions.jpg,IT Services & Consulting,Hyderabad / Secunderabad ,43,"['Job Security', 'Work Life Balance', 'Company Culture']","['Promotions / Appraisal', 'Salary & Benefits']",4.0,0,649,0,105
91,Lupin,https://static.ambitionbox.com/alpha/company/photos/logos/lupin-ltd.jpg,Pharma,Pune ,184,"['Skill Development / Learning', 'Company Culture', 'Work Life Balance']",[],4.1,0,364,0,114
92,Hexaware Technologies,https://static.ambitionbox.com/alpha/company/photos/logos/hexaware-technologies.jpg,IT Services & Consulting,Chennai ,58,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.5,0,734,0,170
93,Zydus Lifesciences,https://static.ambitionbox.com/alpha/company/photos/logos/zydus-cadila.jpg,Pharma,Ahmedabad ,161,"['Salary & Benefits', 'Job Security', 'Skill Development / Learning']",[],4.1,0,334,0,28
94,Sun Pharmaceutical Industries,https://static.ambitionbox.com/alpha/company/photos/logos/sun-pharmaceutical-industries.jpg,Pharma,Vadodara ,232,"['Salary & Benefits', 'Job Security', 'Skill Development / Learning']",[],4.0,0,425,0,213
95,Equitas Small Finance Bank,https://static.ambitionbox.com/alpha/company/photos/logos/equitas-small-finance-bank-201032.jpg,Banking,Chennai ,424,"['Job Security', 'Company Culture', 'Work Life Balance']",[],4.5,0,448,0,614
96,JSW Steel,https://static.ambitionbox.com/alpha/company/photos/logos/jsw_steel.jpg,Iron & Steel,Ballari ,165,"['Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,625,0,82
97,ITC,https://static.ambitionbox.com/alpha/company/photos/logos/itc.jpg,FMCG,Bangalore / Bengaluru ,342,"['Job Security', 'Skill Development / Learning']",['Promotions / Appraisal'],3.9,0,583,0,41
98,KPMG India,https://static.ambitionbox.com/alpha/company/photos/logos/kpmg-global-services.jpg,Management Consulting,Bangalore / Bengaluru ,98,[],"['Work Life Balance', 'Work Satisfaction', 'Promotions / Appraisal']",3.5,0,823,0,112
99,FIS,https://static.ambitionbox.com/alpha/company/photos/logos/fis.jpg,IT Services & Consulting,Pune ,53,"['Work Life Balance', 'Company Culture']",['Promotions / Appraisal'],3.9,0,494,0,224
100,HCL Group,https://static.ambitionbox.com/alpha/company/photos/logos/hcl.jpg,IT Services & Consulting,Chennai ,87,['Job Security'],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.6,0,470,0,4
101,Axis Max Life Insurance,https://static.ambitionbox.com/alpha/company/photos/logos/max-life-insurance.jpg,Insurance,New Delhi ,441,"['Company Culture', 'Job Security', 'Skill Development / Learning']",[],4.1,0,328,0,223
102,Ujjivan Small Finance Bank,https://static.ambitionbox.com/alpha/company/photos/logos/ujjivan-small-finance-bank.jpg,Banking,Bangalore / Bengaluru ,487,"['Company Culture', 'Work Life Balance', 'Job Security']",[],4.1,0,244,0,59
103,Ekart Logistics,https://static.ambitionbox.com/alpha/company/photos/logos/ekart-logistics-201286.jpg,Bangalore / Bengaluru +675 other locations,Bangalore / Bengaluru ,487,['Skill Development / Learning'],['Promotions / Appraisal'],3.9,0,327,0,0
104,Tata Projects,https://static.ambitionbox.com/alpha/company/photos/logos/ms-tata-projects-ltd.jpg,Engineering & Construction,Mumbai ,257,"['Job Security', 'Salary & Benefits', 'Company Culture']",[],4.2,0,475,0,11
105,Oracle,https://static.ambitionbox.com/alpha/company/photos/logos/oracle.jpg,Software Product,Bangalore / Bengaluru ,51,"['Work Life Balance', 'Job Security']","['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,875,0,0
106,Indian Army,https://static.ambitionbox.com/alpha/company/photos/logos/indian-army.jpg,Defence & Aerospace,New Delhi ,342,"['Job Security', 'Company Culture', 'Work Satisfaction']",[],4.7,0,157,0,0
107,IIFL Finance,https://static.ambitionbox.com/alpha/company/photos/logos/iifl-finance.jpg,NBFC,Mumbai ,737,"['Work Life Balance', 'Company Culture', 'Job Security']",[],4.0,0,265,0,10
108,Megha Engineering & Infrastructures,https://static.ambitionbox.com/alpha/company/photos/logos/megha-engineering-and-infrastructure.jpg,Engineering & Construction,Hyderabad / Secunderabad ,345,['Job Security'],['Promotions / Appraisal'],3.9,0,471,0,26
109,Muthoot Finance,https://static.ambitionbox.com/alpha/company/photos/logos/muthoot-finance.jpg,NBFC,Bangalore / Bengaluru ,703,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Company Culture']",3.6,0,276,0,125
110,eClerx,https://static.ambitionbox.com/alpha/company/photos/logos/eclerx.jpg,IT Services & Consulting,Pune ,26,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.3,0,553,0,238
111,Udaan,https://static.ambitionbox.com/alpha/company/photos/logos/udaan.jpg,Internet,Bangalore / Bengaluru ,346,"['Salary & Benefits', 'Work Life Balance', 'Skill Development / Learning']","['Job Security', 'Promotions / Appraisal']",4.0,0,340,0,3
112,Omega Healthcare,https://static.ambitionbox.com/alpha/company/photos/logos/omega-healthcare.jpg,BPO,Bangalore / Bengaluru ,57,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.7,0,465,0,261
113,Bajaj Allianz Life Insurance,https://static.ambitionbox.com/alpha/company/photos/logos/bajaj-allianz-life-insurance.jpg,Insurance,Pune ,547,"['Work Life Balance', 'Salary & Benefits']",[],3.9,0,350,0,111
114,JLL,https://static.ambitionbox.com/alpha/company/photos/logos/jll.jpg,Real Estate,Gurgaon / Gurugram ,72,"['Company Culture', 'Work Life Balance', 'Job Security']",[],4.1,0,388,0,640
115,L&T Technology Services,https://static.ambitionbox.com/alpha/company/photos/logos/l-and-t-technology-services.jpg,IT Services & Consulting,Bangalore / Bengaluru ,76,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.3,0,552,0,608
116,Virtusa Consulting Services,https://static.ambitionbox.com/alpha/company/photos/logos/virtusa-consulting-services.jpg,IT Services & Consulting,Hyderabad / Secunderabad ,47,[],"['Promotions / Appraisal', 'Job Security', 'Salary & Benefits']",3.8,0,604,0,23
117,Indiamart Intermesh,https://static.ambitionbox.com/alpha/company/photos/logos/indiamart-intermesh.jpg,Internet,Noida ,152,[],"['Promotions / Appraisal', 'Work Satisfaction', 'Company Culture']",3.6,0,669,0,686
118,Coforge,https://static.ambitionbox.com/alpha/company/photos/logos/coforge.jpg,IT Services & Consulting,Noida ,94,[],"['Promotions / Appraisal', 'Salary & Benefits', 'Work Satisfaction']",3.3,0,552,0,229
119,HSBC Group,https://static.ambitionbox.com/alpha/company/photos/logos/hsbc.jpg,Financial Services,Bangalore / Bengaluru ,59,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],3.9,0,496,0,196
120,Siemens,https://static.ambitionbox.com/alpha/company/photos/logos/siemens.jpg,Industrial Automation,Bangalore / Bengaluru ,142,"['Job Security', 'Company Culture', 'Work Life Balance']",['Promotions / Appraisal'],4.1,0,444,0,649
121,Aurobindo Pharma,https://static.ambitionbox.com/alpha/company/photos/logos/aurobindo-pharma.jpg,Pharma,Hyderabad / Secunderabad ,96,"['Job Security', 'Work Life Balance', 'Salary & Benefits']",[],4.0,0,250,0,16
